row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML Peak area,
3148,281.1367795856738,9.580453,,,,,,,,,,,162996.88,170857.19,136331.1,149424.9,161995.11,118358.87,142714.33,132673.27,125820.836,133381.75,0,
3149,195.10162061957897,9.583212,,,,,,,,,,,125323.586,130694.984,117105.74,134670.58,152869.64,101488.29,96293.8,97733.664,109604.98,96349.516,0,
3152,306.242816072365,9.617465,,,,,,,,,,,100787.6,89252.59,94462.695,347113.06,295041.53,16089.687,15858.688,0,0,0,0,
3156,590.4050803553067,9.630347,,,,,,,,,,,31481.201,32244.83,38358.227,69133.68,69949.83,59180.35,60112.863,70745.836,65266.047,70486.38,0,
3157,177.12741225265285,9.648392,,,,,,,,,,,91067.54,96423.14,104862.8,21362.533,19816.588,81898.516,79516.586,80876.61,97289.66,71862.86,0,
3162,224.16455290268473,9.6477,,,,,,,,,,,75498.49,86450.4,82591.14,80947.17,82728.16,69594.96,75247.34,66306.23,77823.58,71858.625,0,
3165,163.1117138891454,9.654271,,,,,,,,,,,234435.83,209688.31,201563.17,641919.56,637521.4,72538.44,89109.36,34634.555,38490.387,24933.195,0,
3166,181.12230970638583,9.653858,,,,,,,,,,,3798650.5,3563585.0,3504469.5,1.0171332E7,1.1000341E7,981304.4,1022242.56,129000.04,153085.88,161197.0,0,
3169,189.12740822218456,9.661255,,,,,,,,,,,234248.95,215477.84,239156.78,213310.23,218430.14,126847.78,142977.5,140473.83,124167.96,143216.27,0,
3171,235.13295858712135,9.664095,,,,,,,,,,,105795.92,169425.94,103680.94,100776.11,77598.3,124460.57,80134.836,108831.54,86072.16,84484.3,0,
3174,242.2842547189187,9.675728,,,,,,,,,,,162021.1,160759.62,171978.73,154547.27,155024.56,132445.64,134056.69,120074.414,125752.555,134361.97,0,
3177,190.04988343943162,9.676843,,,,,,,,,,,89583.12,89697.46,84150.95,56465.97,62298.82,85369.03,80800.875,72897.04,78865.34,77643.61,0,
3178,251.12608545573826,9.681386,,,,,,,,,,,351620.6,374738.75,381018.9,400867.72,353377.5,310125.84,278113.72,274134.1,259840.44,319603.3,0,
3180,479.1115268925595,9.683197,,,,,,,,,,,172705.47,170655.66,176956.2,77576.125,74237.805,241442.8,251737.7,302109.47,330617.88,330201.16,0,
3182,161.09607298185637,9.684733,,,,,,,,,,,131197.89,159334.25,174101.1,159393.27,231609.3,102865.96,125753.92,141722.08,125984.32,129828.07,0,
3183,179.10665922348147,9.688568,,,,,,,,,,,107756.39,121379.51,119711.12,119183.92,106109.195,78769.016,76631.54,90104.49,102985.2,83368.03,0,
3191,158.15395950733438,9.706447,,,,,,,,,,,167225.03,165643.97,179723.14,37863.83,35971.906,130395.73,139707.34,112410.06,128730.27,125169.164,0,
3193,267.1591466508882,9.709709,,,,,,,,,,,67443.9,88743.766,59864.03,49883.695,48446.945,112206.1,112898.625,66804.02,106219.52,103642.91,0,
3196,198.18531578362598,9.718308,,,,,,,,,,,59228.2,57797.793,58424.863,53402.754,45602.31,45429.38,50731.32,50632.465,53273.285,50647.625,0,
3198,225.14858591818611,9.723554,,,,,,,,,,,223838.89,245216.98,246524.25,151759.14,157748.94,195641.81,200049.53,193274.31,205617.27,201145.11,0,
3199,220.20607090672357,9.7317915,,,,,,,,,,,149518.92,144090.3,144341.75,438024.16,374337.03,18851.572,21260.285,5928.8276,3602.3262,4229.6177,0,
3204,346.20443517367187,9.748922,,,,,,,,,,,96609.97,99463.87,102665.38,6642.127,4835.931,82385.234,82054.24,75055.695,74423.22,75480.26,0,
3208,265.14338961948636,9.754713,,,,,,,,,,,123949.984,131043.48,149891.86,268861.4,147970.72,137303.1,135595.19,121763.13,112621.05,109247.516,0,
3209,271.18807555459296,9.756056,,,,,,,,,,,357357.84,362708.44,355594.22,242714.03,256378.11,289715.7,314150.22,300936.06,309398.66,340710.75,2839.377,
3211,468.97826500724426,9.755797,,,,,,,,,,,165694.47,173173.9,224149.39,0,0,290497.88,224083.77,207168.05,236495.94,263306.44,0,
3214,420.3321491378724,9.772167,,,,,,,,,,,87912.05,165679.92,180628.89,105834.37,41414.297,86046.93,46461.086,140496.03,146678.19,72434.7,0,
3218,343.18910743559087,9.781836,,,,,,,,,,,297669.4,266551.25,282494.84,84842.7,64359.227,277558.53,276055.38,254775.7,247134.03,253115.42,0,
3228,211.13291906163394,9.801037,,,,,,,,,,,138503.7,133420.88,136632.42,232353.4,143889.36,143268.22,172934.19,118611.695,167819.25,114526.77,0,
3229,208.13328120075477,9.807686,,,,,,,,,,,58064.797,45806.434,58239.59,22924.018,10518.873,40550.125,45160.125,43341.836,42442.477,43131.5,0,
3233,195.080515756461,9.815509,,,,,,,,,,,88131.62,152658.42,89251.305,113178.76,93335.29,77357.625,126200.41,76740.516,82813.93,67453.17,0,
3235,223.13295323021148,9.835754,,,,,,,,,,,83497.664,145997.1,141772.88,155015.28,109013.37,51913.742,42403.55,40593.51,39337.926,29567.18,0,
3238,158.15399625720326,9.834847,,,,,,,,,,,2343383.2,2309499.5,2393619.5,1973827.1,1888200.0,2068161.5,1983216.1,1941847.4,2144077.5,1996570.6,891739.75,
3240,450.3426307880116,9.839119,,,,,,,,,,,91346.305,94826.97,92609.766,55179.992,29206.008,47977.844,46923.19,68671.21,76491.34,78304.19,0,
3249,479.11158731434733,9.863797,,,,,,,,,,,86029.52,101685.78,97909.39,100267.38,106540.42,79764.58,115778.65,99893.21,159876.27,150590.3,0,
3255,358.27419551670584,9.877007,,,,,,,,,,,75061.85,82322.05,77213.75,52163.574,54352.555,51256.336,60165.684,62836.887,60412.133,65376.832,0,
3256,554.4055405754802,9.885233,,,,,,,,,,,59671.355,61002.86,53729.395,5272.2993,4176.054,85133.42,82930.68,74400.14,68325.2,73616.13,0,
3260,342.2642332296195,9.898162,,,,,,,,,,,60800.977,24420.736,22104.59,222556.38,215026.36,2026.9899,1787.9487,0,0,0,0,
3263,212.16456340165254,9.899729,,,,,,,,,,,76250.31,70563.72,67682.625,5270.1196,7545.693,57918.875,64285.035,51251.695,55823.3,55309.566,0,
3264,558.4214155354439,9.907943,,,,,,,,,,,205932.67,207523.81,210817.64,239644.0,233600.64,164675.36,174094.33,157797.28,156540.14,168666.23,2431.7568,
3271,378.2405713146171,9.912985,,,,,,,,,,,59678.277,50640.574,55766.652,217316.23,196886.19,6859.5146,7055.7246,0,0,0,0,
3273,195.1016506204593,9.920268,,,,,,,,,,,80620.32,71193.38,86563.375,111040.12,113670.5,57462.83,55257.75,52056.14,54288.355,67532.82,0,
3274,281.13642518914514,9.925083,,,,,,,,,,,307889.25,289425.72,286962.94,372472.4,343727.53,256004.33,280452.88,236879.84,268731.06,237208.69,0,
3277,423.28886667641893,9.928316,,,,,,,,,,,335905.3,365953.66,390273.1,363573.03,348458.44,342726.1,338940.0,313294.22,337037.34,323432.88,0,
3278,225.14861233833454,9.935155,,,,,,,,,,,93308.055,91495.78,99178.78,104335.39,115114.46,82272.766,68876.83,61300.816,76173.586,60786.266,0,
3283,454.2953518408831,9.952791,,,,,,,,,,,27369.488,39218.355,28138.137,171960.66,176596.97,21611.488,23376.48,13216.8,14657.814,13739.317,0,
3284,434.34786647824694,9.956406,,,,,,,,,,,176289.39,135678.19,137015.02,79175.47,99202.61,88383.8,107631.266,164027.73,165150.02,156651.08,0,
3289,450.24688778269626,10.00509,,,,,,,,,,,64060.184,54644.152,59185.516,39220.25,38896.566,47035.953,55065.406,41674.133,43296.86,43486.504,0,
3291,240.2322857106171,10.002402,,,,,,,,,,,1103514.8,1088089.1,1107034.9,780685.3,739410.44,921855.94,919512.06,839905.0,842866.1,896395.06,22528.23,
3293,428.2647620656975,10.005089,,,,,,,,,,,153585.8,163383.55,164751.75,164824.8,154995.6,118481.01,118117.54,98971.28,108800.805,108579.48,0,
3294,343.2957757922034,10.003767,,,,,,,,,,,1270532.9,1277467.4,1280573.4,895249.3,858304.56,1068383.6,1130377.4,974305.3,1059098.2,1051987.5,26447.623,
3298,246.2217645824131,10.025857,,,,,,,,,,,107796.555,103701.35,102923.45,246899.62,363839.66,7934.521,10316.699,0,0,0,0,
3299,479.111551062418,10.014307,,,,,,,,,,,92813.125,83043.54,81973.26,80698.31,89115.23,99103.81,60136.39,129628.12,128058.805,123601.5,0,
3301,481.1274561400961,10.028372,,,,,,,,,,,98700.27,124048.84,124565.68,54705.85,41302.105,168426.55,181853.69,170264.4,234559.55,226286.86,0,
3306,374.290323674245,10.049109,,,,,,,,,,,36481.43,37386.4,40030.67,153878.72,157631.19,6348.6377,6627.5444,0,0,0,0,
3309,172.16960139028419,10.050518,,,,,,,,,,,1978642.0,1964167.6,1954130.0,1804519.1,1696975.4,1718990.5,1719324.0,1671201.0,1680872.6,1674171.8,6080.9697,
3311,249.14867408237484,10.061049,,,,,,,,,,,475957.03,83906.984,89157.836,95118.484,100163.984,74990.7,75323.45,75824.47,72315.31,77454.164,0,
3320,337.1632926391318,10.064246,,,,,,,,,,,180574.94,184878.5,190321.77,300511.06,201556.8,155701.88,155970.73,149475.97,161264.45,150889.48,0,
3322,390.21956905009745,10.065749,,,,,,,,,,,275961.2,276687.06,278944.12,170277.84,174785.94,226769.98,225982.17,249473.3,260142.12,274020.62,0,
3325,265.14288572483895,10.068467,,,,,,,,,,,370599.5,355485.88,339016.2,371308.6,429137.84,311466.78,311048.44,259900.33,295462.88,266587.97,0,
3327,175.11179011307914,10.070114,,,,,,,,,,,109468.17,101093.516,148172.58,113457.98,136197.34,82054.93,96526.586,83357.6,78681.46,68959.06,0,
3329,193.12241761490878,10.073164,,,,,,,,,,,408054.62,341943.88,401541.0,405777.22,476467.88,328952.25,273218.22,309815.25,266017.8,267319.12,0,
3336,279.15780019408726,10.085438,,,,,,,,,,,102266.17,106139.375,153124.03,92118.266,91088.88,102515.45,88068.664,83080.805,98310.87,80207.18,0,
3337,225.14860934388406,10.084867,,,,,,,,,,,543720.94,552301.1,577625.75,368245.66,396454.34,478927.12,533909.06,465075.97,480847.38,496603.22,0,
3339,727.4522442229687,10.089079,,,,,,,,,,,76177.11,81439.54,83595.01,103674.016,92629.02,110639.07,105846.24,80108.44,80577.84,75899.2,0,
3340,466.3683410327991,10.094564,,,,,,,,,,,61921.39,67528.24,70645.89,23165.205,26360.822,48874.117,50649.152,40079.6,44600.78,50105.234,0,
3342,211.132944177601,10.104265,,,,,,,,,,,136371.14,120492.984,129996.25,128919.06,141045.34,106234.72,101456.21,109789.93,110770.29,75754.87,0,
3343,374.29037561472484,10.108376,,,,,,,,,,,113607.08,118895.73,115060.73,404348.8,576115.25,14709.002,17743.236,0,0,0,0,
3346,207.13811698819376,10.118984,,,,,,,,,,,34591.05,41055.84,57646.453,132537.11,142255.12,53052.066,26559.066,47758.113,45653.484,51948.14,0,
3349,420.3322003277829,10.136183,,,,,,,,,,,104615.125,111682.086,117302.836,51457.555,54207.324,61171.766,66093.734,89876.86,88431.516,89222.8,0,
3353,370.27428580978363,10.1434765,,,,,,,,,,,130679.1,129054.31,124174.24,38342.02,32553.38,119269.51,119736.66,107398.43,111400.055,111260.01,0,
3356,295.1523799432907,10.161177,,,,,,,,,,,180449.62,194697.23,195184.8,201200.62,188374.5,170172.8,166422.52,176972.67,172992.16,169036.6,0,
3357,508.3637929493836,10.166415,,,,,,,,,,,94946.73,94320.164,95564.914,93467.87,86213.37,82456.61,86616.27,72208.16,72324.73,69294.53,0,
3365,267.15921267602937,10.203772,,,,,,,,,,,39653.645,46204.684,42490.234,63602.766,162272.92,25357.275,30269.768,26341.512,18962.54,25093.336,0,
3373,171.13796753336007,10.217117,,,,,,,,,,,75281.016,81690.74,79540.97,51602.49,52015.19,68668.88,76785.875,64755.484,69466.59,75526.54,0,
3374,420.33222790643396,10.217465,,,,,,,,,,,118199.22,118302.836,142918.6,38612.94,72955.88,100601.266,104293.21,133689.52,115435.18,123358.61,0,
3377,207.13811336602598,10.225832,,,,,,,,,,,87576.06,95110.516,92546.25,114208.67,95718.21,67924.58,73458.06,70052.52,69954.14,129628.586,0,
3378,348.20189708796255,10.228194,,,,,,,,,,,107618.1,102459.766,109910.77,23044.682,27433.264,130364.3,145921.17,168517.62,172060.83,173381.95,76552.445,
3379,225.1486282699105,10.229193,,,,,,,,,,,355578.44,338343.84,351718.66,390687.25,270887.75,282653.7,290586.1,260740.84,269860.0,274569.94,0,
3381,625.3905410914117,10.238759,,,,,,,,,,,0,0,0,128438.01,58118.28,0,0,0,0,0,0,
3383,518.3481186283013,10.242281,,,,,,,,,,,147237.66,145035.89,142094.34,91826.68,90914.65,94214.016,91804.84,116038.49,111873.484,103120.66,0,
3384,279.1580900498212,10.246634,,,,,,,,,,,200069.45,177630.73,169736.25,206199.39,150289.5,102791.13,174947.78,99082.14,146397.05,137020.16,0,
3392,274.2741988115134,10.265611,,,,,,,,,,,69514.19,84655.33,70422.7,66311.305,75284.44,61496.305,68522.52,60686.418,53897.527,57444.63,28626.52,
3393,379.2115911224561,10.267698,,,,,,,,,,,105469.01,520525.62,102921.99,106371.24,136907.9,74440.75,84762.49,55230.156,71233.13,231353.47,0,
3395,309.1318561757579,10.278813,,,,,,,,,,,67097.445,74468.516,76782.2,51098.133,43961.79,89093.43,83703.86,84276.336,99261.836,99399.73,216624.97,
3401,434.3479877115441,10.299785,,,,,,,,,,,255817.81,265320.78,185982.22,118451.42,163836.72,183319.06,175346.97,265540.75,272548.94,179400.9,0,
3405,326.26915110381157,10.313916,,,,,,,,,,,57399.06,61969.953,62412.703,19695.852,23753.896,40645.523,50080.727,34236.95,39171.816,34726.355,0,
3408,493.1271340620141,10.321759,,,,,,,,,,,256978.16,258832.61,247044.9,219009.0,248605.2,285025.12,308097.16,326100.44,331412.72,352030.47,0,
3409,481.12752086943635,10.330168,,,,,,,,,,,78142.875,77565.6,72576.52,28922.197,24223.238,105388.75,95761.14,125870.664,126048.984,128642.08,0,
3412,240.2322741753107,10.346373,,,,,,,,,,,116691.7,143375.45,138328.36,129855.05,138194.05,128468.016,120446.58,153299.02,111440.97,98328.5,0,
3413,301.28514181394803,10.348393,,,,,,,,,,,116997.04,106712.516,109696.62,63030.117,94970.89,123007.16,122340.875,103715.78,123913.55,119944.28,0,
3417,295.1524350638602,10.355094,,,,,,,,,,,169478.83,173413.25,197044.97,216308.5,144048.66,121937.29,136412.27,141502.8,141377.1,144921.3,0,
3419,209.11730370579608,10.358624,,,,,,,,,,,118603.266,120704.03,137493.81,164220.73,138696.4,78164.766,96584.71,92760.266,91526.01,89449.266,0,
3420,328.28474898645516,10.361221,,,,,,,,,,,122875.44,129371.13,131278.39,409209.94,420841.1,25171.988,26206.809,0,0,0,0,
3425,172.16957476907592,10.36736,,,,,,,,,,,99285.26,126480.95,100154.87,118714.55,136550.53,131571.45,79709.0,142551.16,117429.125,75916.28,0,
3426,191.10667728637557,10.356531,,,,,,,,,,,87681.086,96943.48,86518.61,108510.57,107535.3,63166.973,79666.484,64726.234,72664.99,66988.9,0,
3435,470.2644520760736,10.389336,,,,,,,,,,,39446.863,37499.336,47782.004,142487.6,138145.86,6007.3145,6044.3486,0,0,0,0,
3438,249.14864763567692,10.389231,,,,,,,,,,,86191.35,87099.26,177004.12,77492.98,110634.66,63808.89,157785.12,61604.82,71309.06,65188.348,0,
3439,193.1224041876556,10.390961,,,,,,,,,,,152263.64,145948.52,167653.88,110282.766,117772.664,134394.4,120438.78,101955.414,132007.42,117225.5,0,
3440,225.14857642069933,10.390961,,,,,,,,,,,214885.61,211735.89,238284.06,229844.5,234238.98,311392.62,186991.5,183398.47,173236.88,174243.56,0,
3446,367.24650615139996,10.417047,,,,,,,,,,,5231.3506,10271.798,4681.6973,147042.95,146620.25,2040.8942,1844.2986,0,0,0,0,
3447,328.2483642514062,10.409236,,,,,,,,,,,1476062.0,1427234.1,1520213.1,54025.54,50469.258,1558739.2,1669491.1,1494785.1,1534929.9,1546979.4,0,
3448,310.2376240425212,10.409462,,,,,,,,,,,85840.234,88726.33,92604.83,1852.7578,1952.3765,90664.65,97850.81,88917.734,84098.98,97650.62,0,
3450,350.23069799965526,10.412132,,,,,,,,,,,145437.4,151090.3,147028.6,9382.745,19530.055,182942.38,182598.34,174747.05,174550.05,179763.17,0,
3454,418.28125227339905,10.4289875,,,,,,,,,,,182451.92,188218.4,183978.52,221329.58,243367.31,21030.463,24341.637,0,0,0,0,
3455,279.1588846190359,10.42827,,,,,,,,,,,169117.2,198241.19,187496.69,190955.77,235136.75,191450.31,142699.64,82272.28,160200.38,200127.9,0,
3457,342.2640492054069,10.440647,,,,,,,,,,,88997.62,91308.4,90487.664,391992.06,393410.25,16058.099,17118.357,0,0,2012.3325,0,
3461,483.14285204831475,10.444849,,,,,,,,,,,410406.1,403765.4,391899.1,817747.75,815482.06,240682.12,233961.95,26685.23,35701.87,39130.754,0,
3462,616.4629230459566,10.442629,,,,,,,,,,,162457.97,160883.52,165799.45,179246.44,181909.8,126851.02,149547.28,116979.55,133611.14,135734.11,0,
3463,234.22174428532736,10.4433775,,,,,,,,,,,144736.7,139406.27,155578.28,410409.56,410362.97,17808.156,22804.379,2189.4924,2748.1897,2486.9272,0,
3464,288.2898437695417,10.446302,,,,,,,,,,,1.0444747E7,1.0656317E7,1.060583E7,1.055947E7,1.0568942E7,9252142.0,9542173.0,8713580.0,8876079.0,8923560.0,0,
3467,454.29528444477745,10.462175,,,,,,,,,,,14197.854,15592.849,18063.213,96407.1,99369.266,10588.292,13593.91,4303.966,7668.4688,7953.634,0,
3470,219.17446652955087,10.459123,,,,,,,,,,,36916.96,38266.75,50830.863,37216.797,31709.965,32982.383,39223.297,39305.496,44163.957,52328.273,41350.293,
3472,328.28462174208886,10.460641,,,,,,,,,,,144204.8,136099.67,144786.78,492232.06,486699.88,24828.754,26600.47,0,0,0,0,
3476,239.16424353089596,10.4745865,,,,,,,,,,,192803.5,287015.3,208885.7,164871.55,205205.84,255180.08,273024.47,199440.23,243005.36,166509.22,0,
3477,293.17409620398246,10.473107,,,,,,,,,,,145613.08,117874.04,74444.266,76224.57,70094.21,72303.25,80869.32,128312.91,150763.6,142349.98,0,
3482,402.3004290705787,10.482694,,,,,,,,,,,39786.438,40582.324,47135.258,153999.52,166054.92,27824.855,38655.527,22861.709,22644.303,29199.324,0,
3483,193.12240467012072,10.486335,,,,,,,,,,,180359.23,154291.66,160778.7,244443.3,197390.3,126734.67,131296.44,263656.22,114939.086,136929.06,0,
3484,157.1011944295773,10.486278,,,,,,,,,,,79141.76,73783.086,84094.43,99552.07,105479.695,74771.99,74915.01,71523.164,72545.66,76710.79,0,
3486,175.11178760087523,10.486513,,,,,,,,,,,222674.84,158533.75,163731.19,160249.02,262816.25,175895.16,144473.28,123248.1,131151.94,155869.78,0,
3487,265.1417922880464,10.487674,,,,,,,,,,,341804.34,350246.8,498849.8,522871.56,514018.56,288256.3,358698.34,362707.44,303598.78,349088.25,0,
3489,359.290497383099,10.488096,,,,,,,,,,,63763.566,61760.35,65009.71,61464.703,65992.984,50536.21,56955.88,38493.766,43510.05,46026.074,0,
3490,309.1696068399407,10.49485,,,,,,,,,,,60030.785,67889.97,56711.97,83420.39,41310.57,77389.36,79929.3,64703.88,69846.53,76962.35,0,
3491,244.26364854619723,10.493861,,,,,,,,,,,290487.03,299160.1,287607.22,279339.28,277290.03,274698.22,280420.16,246154.73,251982.12,241898.89,0,
3492,418.2813642057407,10.493306,,,,,,,,,,,212154.36,199086.89,212788.06,363461.5,359062.47,32892.555,31924.836,0,0,0,0,
3495,568.4208960257454,10.490576,,,,,,,,,,,84216.17,77290.02,78047.93,68124.9,80614.79,46918.438,48221.773,33000.227,33441.94,37650.188,0,
3497,272.25844647949134,10.49839,,,,,,,,,,,382010.44,389245.38,410484.38,278886.06,289261.88,311956.4,366288.44,311806.97,335762.12,328985.06,0,
3500,536.4106811426495,10.511688,,,,,,,,,,,56213.78,66842.61,70623.24,75821.8,79996.14,48762.023,50776.316,32849.33,38486.832,40276.17,0,
3502,211.13290505854079,10.51518,,,,,,,,,,,71427.11,74622.805,75943.71,164370.58,202057.61,47975.83,47565.438,49043.965,51997.79,41160.16,0,
3503,493.12703149150593,10.515337,,,,,,,,,,,164624.14,150105.7,158319.81,274644.47,261419.78,191864.62,183181.27,234356.11,211116.05,208935.48,0,
3504,235.1693438722716,10.521358,,,,,,,,,,,38863.156,49129.26,56922.316,31370.814,48524.043,140067.98,59038.61,46500.902,52680.414,136253.67,0,
3506,325.16365391047685,10.529481,,,,,,,,,,,96814.54,96652.98,85522.96,852175.6,885386.06,33468.93,32232.395,17910.512,9815.326,5278.4043,0,
3507,190.0498695056677,10.535804,,,,,,,,,,,208963.58,200137.45,202536.77,202937.66,192053.6,162038.44,165976.27,162700.3,179564.73,175184.83,0,
3513,207.10165380616166,10.519677,,,,,,,,,,,26069.229,41638.32,40662.3,113200.375,124786.79,14252.933,28237.19,20929.82,27377.96,26432.576,0,
3514,239.12790738394216,10.564457,,,,,,,,,,,34220.39,33131.793,47550.043,179681.7,193164.28,16572.348,25553.006,21676.105,19949.89,20347.54,0,
3515,243.15924798844352,10.543592,,,,,,,,,,,9828.959,10368.86,6339.9067,113647.04,115340.57,0,0,0,0,0,0,
3516,320.2069827498178,10.54444,,,,,,,,,,,21201.6,17972.348,17118.896,263366.53,253940.27,0,0,0,0,0,0,
3520,198.18527581113688,10.545577,,,,,,,,,,,345414.34,359271.62,344879.06,52071.746,49503.934,274194.56,274285.5,274587.34,294215.97,263870.22,0,
3521,226.18019539144834,10.545577,,,,,,,,,,,1058037.6,1043141.8,1032120.1,146606.48,149443.44,803068.75,799737.2,773372.06,821914.6,790099.56,0,
3522,180.17466297020832,10.545577,,,,,,,,,,,305139.0,316778.8,287272.7,44330.484,51266.04,227543.11,229629.45,191391.31,249752.03,229726.81,0,
3523,258.20648451102073,10.545577,,,,,,,,,,,280590.25,278688.22,272948.78,39863.266,44358.867,225048.98,193086.72,169667.25,217124.3,202327.05,0,
3527,172.1695604823828,10.546648,,,,,,,,,,,378481.53,326038.97,305150.1,63179.047,64773.9,294475.06,297378.12,273212.4,296003.66,273014.44,0,
3528,163.14807988936192,10.545577,,,,,,,,,,,119118.875,129386.65,120125.26,17385.344,19836.494,97826.87,100658.58,79968.33,97131.016,103765.45,0,
3530,280.1885161389583,10.5463295,,,,,,,,,,,231267.14,256508.62,243209.75,22551.6,25135.92,212689.06,244640.25,208869.58,241087.56,224548.22,2946.7412,
3532,485.15841046994103,10.54534,,,,,,,,,,,62440.137,59416.855,56821.227,149484.22,151538.27,17983.883,15350.808,0,0,0,0,
3544,329.22978346256076,10.578296,,,,,,,,,,,140704.72,129901.32,131061.82,114404.09,123152.664,112193.07,122500.766,115950.14,125396.445,123960.914,0,
3547,357.3111584350637,10.581545,,,,,,,,,,,1193556.8,1291555.8,1293315.5,1600849.0,1681928.6,1160385.8,1049982.1,1138905.1,1201421.0,1139028.5,0,
3548,240.23215699858238,10.5846,,,,,,,,,,,898781.9,848358.7,939447.25,1163318.6,1177102.1,797838.06,753035.4,833856.06,840755.44,824420.9,0,
3549,328.2846742838791,10.587102,,,,,,,,,,,115814.1,108252.766,108704.73,426158.5,439168.7,20631.836,20014.293,0,0,0,0,
3552,269.1383411720515,10.589472,,,,,,,,,,,261447.81,290798.5,285588.3,82084.2,99318.11,327187.38,355739.6,295156.66,291069.28,292960.2,0,
3555,233.1173774178579,10.597837,,,,,,,,,,,41516.92,53550.58,37084.32,238383.66,160563.75,26882.418,37204.406,27589.479,13627.335,30431.068,0,
3564,495.14263291689394,10.604725,,,,,,,,,,,99755.12,108333.03,108747.01,59888.367,103381.62,122663.56,132610.94,144695.53,158770.19,163130.9,0,
3568,288.2897760975177,10.6083145,,,,,,,,,,,2.280406E7,2.254388E7,2.3490668E7,2.321738E7,2.3867358E7,2.1177364E7,2.1226128E7,1.9609644E7,1.966273E7,1.9554038E7,4369.9707,
3573,248.2372762346947,10.611342,,,,,,,,,,,94778.35,90205.76,71508.35,235936.83,305401.28,18924.783,18834.125,0,0,0,0,
3575,209.1536093238422,10.60827,,,,,,,,,,,174026.66,195695.58,167218.31,109415.984,141582.16,186398.1,184712.69,172079.02,159211.12,170943.03,135643.86,
3583,297.1846334744969,10.623453,,,,,,,,,,,70117.945,51432.426,83403.79,57781.65,76407.3,52845.42,64195.527,43445.14,52101.293,55665.645,0,
3584,332.31581333499395,10.6231575,,,,,,,,,,,137857.95,134307.1,134850.12,153120.75,150886.53,126770.875,121296.85,116540.78,115740.46,118815.98,0,
3589,244.2636075758461,10.638573,,,,,,,,,,,700447.2,704054.06,716669.1,689291.5,701826.6,636397.75,629038.1,597157.44,591844.3,581676.8,4081.3047,
3593,191.10661578966224,10.644191,,,,,,,,,,,138202.66,137616.31,130136.89,212405.56,167956.53,95945.63,110984.58,91107.88,101206.71,98736.5,0,
3595,420.27788827280057,10.642555,,,,,,,,,,,136319.42,136628.02,143044.64,282217.3,296692.88,49248.945,53586.04,2520.6182,2279.873,2425.986,0,
3596,209.1172325898646,10.644191,,,,,,,,,,,125932.04,163949.86,132824.33,217246.86,202956.4,116684.11,106232.82,86251.95,110231.8,92858.61,0,
3597,295.1519366438167,10.644783,,,,,,,,,,,523801.03,489443.6,511331.78,604652.4,655616.9,336935.88,353969.38,263971.72,315438.22,286056.3,0,
3599,181.12225666844932,10.6459,,,,,,,,,,,468582.66,153614.31,158001.28,199917.52,187663.39,54807.664,67798.266,43651.023,50349.02,55447.11,0,
3600,514.2929017344951,10.646116,,,,,,,,,,,3104.7505,1655.1427,0,0,0,126604.766,112899.01,88497.92,67039.79,81098.16,0,
3605,335.1847735504283,10.647017,,,,,,,,,,,689469.8,705342.94,127945.766,169224.23,169914.4,107688.47,768505.6,92179.984,110971.08,90738.55,0,
3607,263.16413747313237,10.660706,,,,,,,,,,,308453.7,193009.38,85286.35,340738.9,101432.35,136019.08,62658.97,68021.76,70149.41,73428.59,0,
3608,493.1268905830031,10.657116,,,,,,,,,,,45236.516,52156.914,46171.33,90693.05,78393.445,52093.98,61686.293,61535.77,67125.9,52024.66,0,
3620,351.17882441939435,10.687328,,,,,,,,,,,189549.45,187160.62,199896.03,262580.5,424787.62,156325.88,157583.05,141115.9,144995.1,148070.19,0,
3622,346.22241326988376,10.687328,,,,,,,,,,,75489.05,86594.586,81423.42,64557.71,59766.977,54363.27,60107.684,43945.973,44261.69,47394.938,0,
3623,247.1330163770403,10.687328,,,,,,,,,,,97648.79,89296.48,104590.99,213619.61,127786.96,73345.15,81083.055,64002.46,74088.99,64716.195,0,
3625,468.97811580732383,10.692876,,,,,,,,,,,274427.6,66242.92,193302.52,0,0,236503.25,112510.61,172342.78,177490.56,177819.88,0,
